Tool Name,Location,Year,Tracks,Speakers,Github URL,Description,Path
ChipWhisperer,USA,2018,Hardware/Embedded,Colin O'Flynn,https://github.com/newaetech/chipwhisperer,"ChipWhisperer - the favorite open-source toolchain for including both hardware & software. Now upgraded to include a major API shift with Python-centric scripting, plus many new targets with hardware AES accelerators. The scripting capability means you are able to automatically build firmware images for different targets or with different compiler settings, and perform attacks on them. This opens up the potential for continuous-integration (C.I.) usage of ChipWhisperer, which will be pushed further with the release of ChipWhisperer-Lint.",tools/USA/2018/chipwhisperer.json
Chiron: An Advanced IPv6 Security Assessment and Penetration Testing Framework,USA,2018,Network Attacks,Antonios Atlasis,https://github.com/aatlasis/Chiron,"Chiron is an IPv6 Security Assessment Framework, written in Python and employing Scapy. It is comprised of the following modules: • IPv6 Scanner• IPv6 Local Link• IPv4-to-IPv6 Proxy• IPv6 Attack Module• IPv6 ProxyAll the above modules are supported by a common library that allows the creation of completely arbitrary IPv6 header chains, fragmented or not. Suggested host OS: Linux (*BSD may also work). Source Code: https://github.com/aatlasis/Chiron",tools/USA/2018/chiron-an-advanced-ipv6-security-assessment-and-penetration-testing-framework.json
CHIRON: Home-Based Network Analytics & Machine Learning Threat Detection Framework,USA,2018,Network Defense,Joseph Zadeh; Rod Soto,https://github.com/aatlasis/chiron,"CHIRON is a home analytics based on ELK stack combined with Machine Learning threat detection framework AKTAION. CHIRON parses and displays data from P0f, Nmap, and BRO IDS. CHIRON is designed for home use and will give great visibility into home internet devices (IOT, Computers, Cellphones, Tablets, etc). CHIRON is integrated with AKTAION which detects exploit delivery ransomware/phishing. Aktaion will run every 4 hours against bro logs and it has a benign training data set that it compares against environment data set, once AKTAION finishes it produces files with exploit microbehaviors that can be seen in a visualizations by going into the visualization menu and selecting them.",tools/USA/2018/chiron-home-based-network-analytics-machine-learning-threat-detection-framework.json
Cloud Security Suite: One Stop Tool for AWS/GCP/Azure Security Audit,USA,2018,Network Defense,Divya John; Jayesh Chauhan; Shivankar Madaan,https://github.com/SecurityFTW/cs-suite,"Nowadays, cloud infrastructure is pretty much the de-facto service used by large/small companies. Most of the major organizations have entirely moved to cloud. With more and more companies moving to cloud, the security of cloud becomes a major concern. While AWS, GCP & Azure provide you protection with traditional security methodologies and have a neat structure for authorization/configuration, their security is as robust as the person in-charge of creating/assigning these configuration policies. As we all know, human error is inevitable and any such human mistake could lead to catastrophic damage to the environment. Few vulnerable scenarios: Your security groups/policies, password policy or IAM policies are not configured properlyS3 buckets and Azure blobs are world-readable Web servers supporting vulnerable ssl ciphersPorts exposed to public with vulnerable services running on themIf root credentials are usedLogging or MFA is disabledAnd many more such scenarios... Knowing all this, audit of cloud infrastructure becomes a hectic task! There are a few open source tools which help in cloud auditing but none of them have an exhaustive checklist. Also, collecting, setting up all the tools and looking at different result sets is a painful task. Moreover, while maintaining big infrastructures, system audit of server instances is a major task as well. CS Suite is a one stop tool for auditing the security posture of the AWS/GCP/Azure infrastructures and does OS audits as well. CS Suite leverages current open source tools capabilities and has custom checks added into one tool to rule them all.",tools/USA/2018/cloud-security-suite-one-stop-tool-for-aws-gcp-azure-security-audit.json
CoffeeShot: Avoid Detection with Memory Injection,USA,2018,Malware Offense,Asaf Aprozper,https://github.com/MinervaLabsResearch/CoffeeShot,"For the first time ever, we are introducing a framework that utilizes the usage of Java Native Access with Java. How did we take advantage of that? Well, we used this to call to interesting Windows API's directly from Java. CoffeeShot is a framework that was designed for creating Java-based malware which bypasses most of the anti-virus vendors. CoffeeShot utilizes the features of JNA to look for a victim process, once it finds it - a shellcode will be injected directly from the Java Archive file (JAR). Java malware like ""Jrat"" and ""Adwind"" are used by malicious adversaries day by day, more and more. Their main reason for writing malware in Java is to be evasive and avoid security products – including those that use advanced features like machine learning. To overcome the above, blue-teamers can use this framework and thereby understand their status of anti-malware weakness against Java-based malware. On the other hand, CoffeeShot can be applied by penetration testers as well. The framework provides red-teamers a friendly toolset by allowing them to embed any shellcode in a JAR file, assisting them to avoid detection with memory injection and to PWN the target!",tools/USA/2018/coffeeshot-avoid-detection-with-memory-injection.json
CQSysmonToolkit: Advanced System Monitoring Toolkit,USA,2018,Data Forensics/Incident Response,Paula Januszkiewicz,,"Our toolkit has proven to be useful in the 25000 computers environment. It relies on a free Sysmon deployment and its goal is to boost information delivered by the original tool. CQSysmon Toolkit allows you to extract information about what processes have been running in the operating system, get their hashes and submit them into Virus Total for the forensic information about the malware cases. It also allows to extract information into spreadsheet about what types of network connections have been made: what is the destination IP address, which process was responsible for it and who is the owner of IP. The toolkit also allows to extract information about the current system configuration and compare it with the other servers and much more that allows to become familiar of what is going on in your operating system. There is a special bonus tool in a toolkit that allows to bypass some parts of the Sysmon with another tool that allows to spot that situation so that everything stays in control. CQSysmon Toolkit allows you to established detailed monitoring of the situation on your servers and it is a great complement to the existing forensic tools in your organization.",tools/USA/2018/cqsysmontoolkit-advanced-system-monitoring-toolkit.json
CyBot: Open-Source Threat Intelligence Chat Bot (Full Circle),USA,2018,Data Forensics/Incident Response,Tony Lee,https://github.com/cylance/CyBot,"Threat intelligence chat bots are useful friends. They perform research for you and can even be note takers or central aggregators of information. However, it seems like most organizations want to design their own bot in isolation and keep it internal. To counter this trend, our goal was to create a repeatable process using a completely free open source framework, an inexpensive Raspberry Pi (or even virtual machine), and host a community-driven plugin framework to open up the world of threat intel chat bots to everyone from the average home user to the largest security operations center. We were thrilled to debut the end result of our research (a chat bot that we affectionately call CyBot) at Black Hat Arsenal Vegas 2017. To build on that momentum we also brought CyBot to Black Hat Europe and Asia to gather more great feedback and ideas from an enthusiastic international crowd. This year's Black Hat Vegas will allow us to share new features that stemmed from Black Hat Asia feedback as well as lessons learned from the global collaboration effort. Best of all, if you know even a little bit of Python, you can help our collaboration efforts by writing plugins and sharing them with the community. If you want to build your own CyBot, the instructions in this project will let you do so with about an hour of invested time and anywhere from $0-$35 in expenses. Come make your own threat intelligence chat bot today!",tools/USA/2018/cybot-open-source-threat-intelligence-chat-bot-full-circle.json
Damn Vulnerable iOS App: Swift Edition,USA,2018,"Android, iOS and Mobile Hacking",Prateek Gianchandani,https://github.com/prateek147/DVIA-v2,Damn Vulnerable iOS App (DVIA) is an iOS application that is damn vulnerable. Its main goal is to provide a platform to mobile security enthusiasts/professionals or students to test their iOS penetration testing skills in a legal environment. This project is developed and maintained by @prateekg147. The vulnerabilities and solutions covered in this app are tested up to iOS 11. DVIA is free and open source and it has both a Swift and Objective-C version. This is a completely new version of Damn Vulnerable iOS App - completely rewritten in Swift 4.0. The following vulnerabilities are covered: Local Data StorageJailbreak DetectionExcessive PermissionsRuntime ManipulationAnti Anti Hooking/DebuggingBinary ProtectionTouch/Face ID BypassPhishingSide Channel Data Leakage IPC IssuesBroken CryptographyWebview IssuesNetwork Layer SecurityApplication PatchingSensitive Information in MemoryData Leakage to Third parties,tools/USA/2018/damn-vulnerable-ios-app-swift-edition.json
DARWIN: Real World Use Cases for Covert Wireless,USA,2018,Network Defense,Arun Mane; Rushikesh D. Nandedkar,https://github.com/apple/darwin-xnu,"DARWIN is a result of an evolution of our covert channel research, where we considered use case of covert channel to facilitate an unmanaged chat in the local radio periphery. DARWIN can be divided into three parts viz., 1. Scripts for covert traffic 2. Mechanism to consume and push the data on terminal (presently we are considering terminal for input and output of the chat messages) 3. Integration (to consume the input from terminal and fit it into the requisite location in IEEE 802.11/IEEE 802.15.4 data link layer frame to ship it over the air and vice versa).",tools/USA/2018/darwin-real-world-use-cases-for-covert-wireless.json
DataSploit 2.0,USA,2018,OSINT - Open Source Intelligence,Kunal Agarwal; Shubham Mittal,https://github.com/DataSploit/datasploit,"An #OSINT Framework to perform various recon techniques on Companies, People, Phone Number, Bitcoin Addresses, etc., aggregate all the raw data, and give data in multiple formats. Details: Performs OSINT on a domain / email / username / phone and find out information from different sourcesCorrelate and collaborate the results, show them in a consolidated mannerTries to find out credentials, api-keys, tokens, subdomains, domain history, legacy portals, etc. related to the targetUse specific script / launch automated OSINT for consolidated dataPerforms Active Scans on collected dataGenerates HTML, JSON reports along with text files New Features: Active ModulesWell parsed JSON and HTML ReportsBitCoin Address OSINTMore in-depth Social Media SearchesBasic Vulnerability checks on SubdomainsSubdomain Takeover, etc.DB SupportSupport for Multiple Alternative API Keys",tools/USA/2018/datasploit-2-0.json
Deep Exploit,USA,2018,Vulnerability Assessment,Isao Takaesu,https://github.com/13o-bbr-bbq/machine_learning_security,"DeepExploit is fully automated penetration tool linked with Metasploit. It identifies the status of all opened ports on the target server and executes the exploit at pinpoint using Machine Learning. Deep Exploit's key features are the following: Self-learning: DeepExploit can learn how to exploitation by itself (uses reinforcement learning). It is not necessary for humans to prepare learning data. Efficiently execute exploit: DeepExploit can execute exploits at pinpoint (minimum 1 attempt) using self-learned data. Deep penetration: If DeepExploit succeeds the exploit to the target server, it further executes the exploit to other internal servers. Operation is very easy: Your only operation is to input one command. It is very easy!Learning time is very fast: DeepExploit uses distributed learning by multi agents. So, we adopted an advanced machine learning model called A3C. Current Deep Exploit's version is a beta, but it can fully automatically execute following actions: Intelligence gatheringThreat modelingVulnerability analysisExploitationPost-ExploitationReporting By using our DeepExploit, you will benefit from the following: For pentesters: (a) They can greatly improve the test efficiency; (b) The more pentesters use DeepExploit, DeepExploit learns how to method of exploitation using machine learning. As a result, accuracy of test can be improve. For Information Security Officers: (c) They can quickly identify vulnerabilities of own servers. As a result, prevent that attackers attack to your servers using vulnerabilities, and protect your reputation by avoiding the negative media coverage after breach. Because attack methods to servers are evolving day by day, there is no guarantee that yesterday's security countermeasures are safety today. It is necessary to quickly find vulnerabilities and take countermeasures. Our DeepExploit will contribute greatly to keep your safety. Source Code: https://github.com/13o-bbr-bbq/machine_learning_security/tree/master/DeepExploit Document: https://github.com/13o-bbr-bbq/machine_learning_security/blob/master/DeepExploit/doc/BHUSA2018Arsenal_20180802.pdf",tools/USA/2018/deep-exploit.json
Deep Information Retrieval for Malware Searching System,USA,2018,Malware Defense,Hyeongjin Byeon; Junyeon Weon; Uijung Chung; Wonkyung Lee,,"More than 300,000 new malware samples are generated everyday, and it is well known that traditional malware detection based on file hash and rules is very vulnerable to variants. It is also getting harder to categorize unknown malware samples because the cost of finding similar samples is increasing. Therefore, the necessity of malware information retrieval system has emerged. Several attempts have been researched to perform this task, but they have limitations in terms of polymorphism, complexity, ambiguity, novelty and so on. This research seeks to remedy these problems by introducing a deep metric learning method and proposes a new malware retrieval system which has learned a semantic similarities of malware samples. This system could retrieve information from perceptually similar samples as well as structurally similar samples. It could deal with new samples rapidly and roles as a good feature extractor for another tasks like malware classification or categorization. This approach can be easily adapted to other neural network models because it doesn't change the structure of the original network. In this presentation, we describe the problems that arise when creating a malware retrieval system, and how we solve them. Also we visualize the embedding vectors of malware samples and show the retrieval results to prove the synchronization between our perception on malware and embedding space.",tools/USA/2018/deep-information-retrieval-for-malware-searching-system.json
DeepViolet: SSL/TLS Scanning API & Tools,USA,2018,Cryptography,Milton Smith,https://github.com/spoofzu/DeepViolet,"DeepViolet TLS/SSL scanner is an information gathering tool to test TLS/SSL configuration on secure web servers. DeepViolet is an API written in Java. Two proof of concept tools implement the API to demonstrate DeepViolet running from the command line or alternatively from a desktop application. Features of DeepViolet include enumeration of web server cipher suites, display X.509 certificate metadata, examine X.509 certificate trust chains, user configurable ciphersuite naming conventions and more. DeepViolet is an OWASP open source project written to help educate the technical community around TLS/SSL and strengthen knowledge of security protocols while strengthen security of web applications. DeepViolet project is always looking for volunteers. Source Code: https://github.com/spoofzu/DeepViolet",tools/USA/2018/deepviolet-ssl-tls-scanning-api-tools.json
DejaVu: An Open Source Deception Framework,USA,2018,Network Defense,Bhadreshkumar Patel; Harish Ramadoss,https://github.com/bhdresh/Dejavu,"Deception techniques - if deployed well - can be very effective for organizations to improve network defense and can be a useful arsenal for blue teams to detect attacks at very early stage of cyber kill chain. But the challenge we have seen is deploying, managing and administering decoys across large networks is still not easy and becomes complex for defenders to manage this over time. Although there are a lot of commercial tools in this space, we haven't come across open source tools which can achieve this. With this in mind, we have developed DejaVu which is an open source deception framework which can be used to deploy across the infrastructure. This could be used by the defender to deploy multiple interactive decoys (HTTP Servers, SQL, SMB, FTP, SSH, client side – NBNS) strategically across their network on different VLAN's. To ease the management of decoys, we have built a web-based platform which can be used to deploy, administer and configure all the decoys effectively from a centralized console. Logging and alerting dashboard displays detailed information about the alerts generated and can be further configured on how these alerts should be handled. If certain IP's like in-house vulnerability scanner, SCCM etc. needs to be whitelisted, this can be configured which effectively would mean very few false positives. Alerts only occur when an adversary is engaged with the decoy, so now when the attacker touches the decoy during reconnaissance or performs authentication attempts this raises a high accuracy alert which should be investigated by the defense. Decoys can also be placed on the client VLAN's to detect client side attacks such as responder/LLMNR attacks using client side decoys. Additionally, common attacks which the adversary uses to compromise such as abusing Tomcat/SQL server for initial foothold can be deployed as decoys, luring the attacker and enabling detection.",tools/USA/2018/dejavu-an-open-source-deception-framework.json
DELTA: SDN Security Evaluation Framework,USA,2018,Network Attacks,Jinwoo Kim; Seungsoo Lee; Seungwon Shin; Seungwon Woo,https://github.com/seungsoo-lee/DELTA,"Software-Defined Networking (SDN) allows network operators to manage the entire network in a centralized manner by separating the vendor specific control plane from legacy routers/switches. Thus, this concept provides an intelligent way to design novel network functions. However, although SDN offers significant advantages over the traditional networking, the security of SDN has not been sufficiently verified. So, here, we introduce an open source tool for systematically assessing the security of SDN called DELTA. DELTA is a first SDN security evaluation framework, which has two primary functions; (1) It can automatically instantiate known attack cases against SDN elements across diverse environments, and (2) it can assist in uncovering unknown security problems within an SDN deployment. For replaying attack cases, our framework has a number of test cases against open source SDN controllers and all SDN-enabled switch devices (software and hardware). Also, our framework provides a protocol-aware fuzzer for OpenFlow, which is a de-facto standard protocol of SDN, in order to find new vulnerabilities. DELTA has following main features: Fully automatically reproduce 40 published exploits against all SDN components composed of SDN controllers, a control channel, and OpenFlow-enabled switches. Provide a blackbox fuzzing module that randomizes OpenFlow messages. Support for both VM-based all-in-one single machine and hardware-based environments. Fully compatible with promising SDN controllers (ONOS, OpenDaylight, Floodlight, and Ryu).[NEW] Support additional 7 new attacks against SDN switches (i.e., OVS, HP, and Pica8), which are discovered from DELTA fuzzing module.[NEW] Support DISTRIBUTED controller testing and related attack cases.[NEW] Provide a new fuzzing module that discovers security problems of REST-API implementations in SDN controllers and related attack cases.",tools/USA/2018/delta-sdn-security-evaluation-framework.json
Desenmascara.me: How to Track Online Counterfeiters,USA,2018,OSINT - Open Source Intelligence,Emilio Casbas,https://github.com/ecasbas/web-metadata,"What is one of the biggest examples of online fraud being massively underestimated?: Online counterfeiters. This fraud captured the attention of two bigs intelligence providers by publishing a joint report titled: ""Why Retailers Are Losing The Fight Against Online Counterfeiting."" However, security vendors providing protections against C2, malware and any kind of malicious domains still do not provide protection against online counterfeiters. In the rare cases when they do, they do it by playing the cat-and-mouse game (not scalable) and they confuse online counterfeiters with phishing even when is a totally different threat with different goals. Therefore, the goal of the online tool presented here: desenmascara.me is to raise awareness of this increasing online fraud with real examples of any major brand.",tools/USA/2018/desenmascara-me-how-to-track-online-counterfeiters.json
Dradis Framework: Learn How to Cut Your Reporting Time in Half - ARSENAL THEATER DEMO,USA,2018,OSINT - Open Source Intelligence,Daniel Martin,https://github.com/dradis/dradis-ce,"Dradis is an extensible, cross-platform, open source collaboration framework for corporate and consulting teams. It can import from over 19 popular tools, including Nessus, Qualys, Burp and AppScan. Started in 2007 (yup, we've been helping 1000s of InfoSec pros for 11 years), Dradis Framework has been growing ever since. Dradis is the best tool to combine the output of different scanners, add your manual findings and evidence and generate a report with one click. Come see the latest Dradis release in action. It's loaded with updates including better communication and notifications, new tool connectors, additional REST API coverage, cleaner and faster UI and much more. Find out why Dradis is being downloaded over 400 times every week and is loved by students preparing different certifications and experienced professionals alike. Be sure to check it out before we run out of our popular stickers! Btw, did you know Dradis is the only security tool with its own jingle? You've got to see this.",tools/USA/2018/dradis-framework-learn-how-to-cut-your-reporting-time-in-half-arsenal-theater.json
DSP: Docker Security Playground,USA,2018,Exploitation and Ethical Hacking,Simon Pietro Romano,https://github.com/DockerSecurityPlayground/DSP,"This presentation covers the design and implementation of the Docker Security Playground (DSP), an architecture leveraging a microservices-based approach in order to build complex network infrastructures specifically tailored to the study of network security. DSP has been conceived at the outset as a tool for learning network security with a hands-on approach. A number of security labs have been already realized and made available in a public repository. The talk discusses how such labs can be fruitfully exploited by students, as well as presents the Application Programming Interface offered to programmers interested in the implementation of new labs.",tools/USA/2018/dsp-docker-security-playground.json
EKTotal,USA,2018,Malware Defense,Keita Nomura; Rintaro Koike,https://github.com/nao-sec/ektotal,"""EKTotal"" is an integrated analysis tool that can automatically analyze the traffic of Drive-by Download attacks. The proposed software package can identify four types of Exploit Kits such as RIG and Magnitude, and more than ten types of attack campaigns such as Seamless and Fobos. EKTotal can also extract exploit codes and malware. The proposed heuristic analysis engine is based on Exploit Kit tracking research conducted since 2017, and is known as team ""nao_sec"". EKTotal provides a user-friendly web interface and powerful automated analysis functions. Thus, EKTotal can assist SOC operators and CSIRT members and researchers. Drive-by download attacks are still actively conducted. Such attacks are continually changing and becoming more complex. At the beginning of 2017, attack campaigns targeting compromised websites were widespread. However, majority of the current attack campaigns are based on malvertising. Furthermore, in March 2018, several Exploit Kits began to exploit the critical vulnerability named CVE-2018-4878, which in turn is a significant threat. Various tools are available for analyzing malicious traffic. However, it's necessary to employ a combination of such tools or possess their knowledge for analyzing malicious traffic. Hence, EKTotal has been developed for conducting security analysis in a simplified manner. EKTotal is an all-in-one malicious traffic analysis and processing tool that functions by submitting files of ""pcap"" or ""saz"" format. After identifying the attack campaign and associated Exploit Kit through multiple filters, EKTotal extracts the obfuscated exploit code from the traffic data, deobfuscates it, and decrypts the encrypted malware. For example, in the case of RIG Exploit Kit, EKTotal deobfuscates multiple obfuscated JavaScript codes, extracts all exploit codes and malware decryption keys, and thereby decrypts the malware encrypted with RC4.",tools/USA/2018/ektotal.json
Eventpad: Rapid and Cost Effective Malware Analysis Using Visual Analytics,USA,2018,Data Forensics/Incident Response,Bram Cappers,,"The analysis of malware behavior in network activity and event logs is a costly and time-consuming task. Even with automated techniques, inspection of network traffic in tools such as Wireshark is often tedious and overwhelming due to the many packet details. We need faster techniques to speedup the discovery of malware activity and gain insight in our event logs by combining machine learning and visualization together. To this end we developed ""Eventpad - the notepad editor for event data"", a tool that enables analysts to quickly analyze network traffic by exploiting the human mind. Eventpad is a visual analytics tool that enables analysts to visually inspect system events as blocks on a screen. Just like a notepad editor find&replace, conditional formatting, and rewrite functionality can be used to accurately search and highlight system vulnerabilities in these block collections. Together with automated techniques such as clustering and multiple sequence alignment analysts can quickly drill down and extract nontrivial patterns and threat indicators from network conversations and event logs. We demonstrate how we can use Eventpad to quickly discover patterns in PCAP DPI traffic. In particular, we give live demos on how we can use the tool to discover protocol misusage in VoIP traffic and reverse engineer Ransomware viruses in back office environments.",tools/USA/2018/eventpad-rapid-and-cost-effective-malware-analysis-using-visual-analytics.json
Expl-iot: IoT Security Testing and Exploitation Framework,USA,2018,Internet Of Things,Aseem Jakhar,https://github.com/expliot-framework/expliot,"Expl-iot is an open source flexible and extendable framework for IoT Security Testing and exploitation. It will provide the building blocks for writing exploits and other IoT security assessment test cases with ease. Expliot will support most IoT communication protocols, firmware analysis, hardware interfacing functionality and test cases that can be used from within the framework to quickly map and exploit an IoT product or IoT Infrastructure. It will help the security community in writing quick IoT test cases and exploits. The objectives of the framework are: Easy of useExtendableSupport for hardware, radio and IoT protocol analysis We are currently working on the python3 version and will release it in a month. The new Alpha release is envisioned to have support for UART(serial), ZigBee, BLE, MQTT, CoAP (next version will have support for JTAG, I2C and SPI) and few miscellaneous test cases. Source Code: https://gitlab.com/expliot_framework/expliot",tools/USA/2018/expl-iot-iot-security-testing-and-exploitation-framework.json
FireDrill: Adversarial Simulation Platform - ARSENAL THEATER DEMO,USA,2018,Exploitation and Ethical Hacking,Stephan Chenette,https://www.attackiq.com/,"AttackIQ has released a free Community Edition of it's AttackIQ FireDrill Adversarial Simulation Platform. An open platform, where contributors can create attack scenarios, share and discuss those scenarios in the community and test those scenarios using the Community Edition of our platform. All scenarios are written in python and there is an extensive development community with documentation, videos and other community members to support each other in building scenarios that help validate and test defensive technologies, processes, tools and people against Attacker TTPs. The Community edition gives you full access to the development community and scenarios that have been developed by that community. Useful for both red team/blue team exercises as well as truly being able to test, measure and improve your defensive security controls we're proud to be showcasing the AttackIQ Community Edition at Black Hat this year!",tools/USA/2018/firedrill-adversarial-simulation-platform-arsenal-theater-demo.json
Firmware Audit: Platform Firmware Security Automation for Blue Teams and DFIR,USA,2018,Malware Defense,Lee Fisher; Paul English,https://github.com/PreOS-Security/fwaudit,"The first major release of our platform firmware security automation tool, Firmware Audit, aka: fwaudit. fwaudit automates the running and forensic hashing of output and firmware blobs for a variety of platform firmwares and across a variety of FOSS tools. fwaudit provides a pre-composed profiles for defense, exploration and forensics, to reduce the risk of bricking and maximize operational uptime.",tools/USA/2018/firmware-audit-platform-firmware-security-automation-for-blue-teams-and-dfir.json
Foxtrot C2: A Journey of Payload Delivery,USA,2018,Malware Offense,Dimitry Snezhkov,https://github.com/dsnezhkov/foxtrot,"Execution of an offensive payload may begin with a safe delivery of the payload to the endpoint itself. When secure connections in the enterprise are inspected, reliance only on transmission level security may not be enough to accomplish that goal. Foxtrot C2 serves one goal: safe last mile delivery of payloads and commands between the external network and the internal point of presence, traversing intercepting proxies, with the end-to-end application level encryption. While the idea of end-to-end application encryption is certainly not new, the exact mechanism of Foxtrot's delivery implementation has advantages to Red Teams as it relies on a well known third party site, enjoying elevated ranking and above average domain fronting features. Payload delivery involves several OpSec defenses: sensible protection from direct attribution, active link expiration to evade consistent interception, inspection, tracking and replay activities by the defenders. Asymmetric communication channels are also planned. And if your standalone Foxtrot agent is caught, the delivery mechanism may live on, you could still manually bring the agent back into the environment via the browser. A concept tool built on these ideas will be presented and released. It will be used as basis for our discussion.",tools/USA/2018/foxtrot-c2-a-journey-of-payload-delivery.json
Ghost Tunnel: Covert Data Exfiltration Channel to Circumvent Air Gapping - ARSENAL THEATER DEMO,USA,2018,Network Attacks,Hongjian Cao; Kunzhe Chai; YongTao Wang,https://github.com/pegasuslab/ghosttunnel,"In recent years, attacking air gapped networks through HID devices is becoming popular. The HID attack uses the USB interface to forge the user's keystrokes or mouse movement to modify the system settings and run malware. In 2009, NSA's Office of Tailored Access Operations (TAO) developed the COTTON-MOUTH – a USB hardware implant which provides a wireless bridge into a target network as well as the ability to load exploit software onto a target machine. Unlike COTTON-MOUTH, Ghost Tunnel attacks the target through the HID device only to release the payload, and it can be removed after the payload is released. Advantages: CovertnessHID attack device is only required to release the payload and it can be removed after thatNo interference with the target's existing connection status and communicationsCan bypass firewallsCan be used to attack strictly isolated networksCommunication channel does not depend on the target's existing network connectionCross-Platform SupportCan be used to attack any device with wireless communication module, we tested this attack on Window 7 up to Windows 10, and OSX Source Code: https://github.com/360PegasusTeam/GhostTunnel",tools/USA/2018/ghost-tunnel-covert-data-exfiltration-channel-to-circumvent-air-gapping-arsenal.json
GRFICS: A Graphical Realism Framework for Industrial Control Simulations - ARSENAL THEATER DEMO,USA,2018,Smart Grid/Industrial Security,David Formby,https://github.com/djformby/GRFICS,"GRFICS is a graphical realism framework for industrial control simulations designed to lower the barrier to entry for learning about ICS security. This initial version of GRFICS provides a virtual chemical process control network including everything from the plant operator's human machine interface, to a vulnerable programmable logic controller, down to a realistic chemical process simulation being visualized in the Unity 3D game engine. With GRFICS, beginners in ICS security can practice exploiting common ICS vulnerabilities and vividly see the impact of their attacks on the virtual chemical reactor.",tools/USA/2018/grfics-a-graphical-realism-framework-for-industrial-control-simulations-arsenal.json
Halcyon IDE: For Nmap Script Developers,USA,2018,Vulnerability Assessment,Sanoop Thomas,https://github.com/s4n7h0/Halcyon-IDE,"Halcyon IDE lets you quickly and easily develop Nmap scripts for performing advanced scans on applications and infrastructures with a wide range capabilities from recon to exploitation. It is the first IDE released exclusively for Nmap script development. Halcyon IDE is free and open source project (always will be) released under MIT license to provide an easier development interface for rapidly growing information security community around the world. The project was initially started as an evening free time ""coffee shop"" project and has taken a serious step for its developer/contributors to spend dedicated time for its improvements very actively. Source Code: https://halcyon-ide.org",tools/USA/2018/halcyon-ide-for-nmap-script-developers.json
hideNsneak: An Attack Obfuscation Framework,USA,2018,Exploitation and Ethical Hacking,Michelle Hodges; Mike Hodges,https://github.com/rmikehodges/hidensneak,"hideNsneak evolved as a tool to expand evasive penetration testing capabilities. It allows users to rapidly deploy, manage, and quickly take down a distributed cloud attack infrastructure by leveraging features of large Cloud Providers and their content delivery networks. Techniques include domain fronting with multiple providers, distributed scanning, and source of attack obfuscation. Leaning on the reputation of these networks allows traffic to more easily blend in to network traffic and create difficulty in blocking attack infrastructure. Furthermore, the ephemeral nature of the tool itself provides a realistic threat simulation, which also simulates the realistic headache this type of attack causes defenders, when they try to attribute actions to certain sets of hosts. The overview of the toolsets features will contain an explanation of the tactics and techniques in order to provide both red teamers and blue teamers alike with more insight into why this works in ""modern"" networks, as well as real world scenarios. Also, this tool was written in the Go programming standard in which each functionality is encapsulated in its own package. This allows for users to use the frameworks individual packages in their own projects as well as add components with relative ease. Finally, information will be provided to blue teamers in an effort to provide knowledge that can be brought back and leveraged to increase security posture.",tools/USA/2018/hidensneak-an-attack-obfuscation-framework.json
Humble Chameleon: Eating 2FA for Breakfast,USA,2018,Network Attacks,Forrest Kasler,https://github.com/claissg/humble_chameleon,"By creating a simple tool that performs a man-in-the-middle attack against the HTTP protocol, we can eliminate the need to manually create phishing sites. In addition, this same tool can be used to harvest session cookies from applications that require 2FA, disallow victims from logging out and killing our stolen cookies, hide phishing domains behind legitimate content, categorize phishing domains, serve malware alongside legitimate content, only serve payloads in response to whitelisted requests, and target multiple services at the same time, all without SSL warnings. *Note: This is not just a tool, but a release of a new attack methodology.",tools/USA/2018/humble-chameleon-eating-2fa-for-breakfast.json
Hunting Wargames with Arthur and Merlin in IOC-Land,USA,2018,Data Forensics/Incident Response,Lior Kolnik,,"APT reports and IOC updates are flowing in, piling up in your inbox. You forward them to your IR team, or curate and compile a digest if you are lucky enough to have a budget for a dedicated threat intel team. Everyone talks about tracking bad guys and creating threat intel, but - how many organizations are equipped to consume threat intel today? Everyone is pitching new IOCs but is how many are really catching? The real question is - if you got all the answers to the APT riddle right now, would you be able to scope and respond effectively? Do you have the tools and process in place, and trained your people to be able to leverage threat intel the moment it becomes available, and how can you know for sure that you are prepared and it will all work at the moment of truth? And how do you verify that your queries, rules and IOC scans would actually find anything? This presentation will release a new automated system for testing the IOC consumption capability of an enterprise. Borrowing a page or two from modern software development and computer science theory, this system is built in the model of a prover (Merlin) and a verifier (Arthur). The presentation will include a live demo of the system on a real environment. Finally, the code to implement this process will be open sourced on Github, so that the community can use it, expand on the initial features and contribute their improvements.",tools/USA/2018/hunting-wargames-with-arthur-and-merlin-in-ioc-land.json
